Region,Availability Zone,Resource Type,Total Remaining
cn-southwest-96,001/002/003/004/005,vpc.bandwidths,7500
cn-southwest-96,001/002/003/004/005,evs.volumes,5500
cn-southwest-96,001/002/003/004/005,cbr.vault,4500
cn-southwest-96,001/002/003/004/005,ecs.cloudservers,10500
cn-southwest-96,001/002/003/004/005,vpc.publicips,4500
cn-southwest-96,001/002/003/004/005,vpc.securityGroups,8000
cn-southwest-96,001/002/003/004/005,rds.nodes,2000
cn-southwest-96,001/002/003/004/005,bms.servers,5500
cn-southwest-96,001/002/003/004/005,vpc.vpcs,7000
cn-southwest-97,001/002/003,as.scalingGroups,4000
cn-southwest-97,001/002/003,rds.instances,1000
cn-southwest-97,001/002/003,vpc.bandwidths,3000
cn-southwest-97,001/002/003,evs.volumes,2500
cn-southwest-97,001/002/003,cbr.vault,5000
cn-southwest-97,001/002/003,ecs.cloudservers,9000
cn-southwest-97,001/002/003,vpc.publicips,1000
cn-southwest-97,001/002/003,vpc.securityGroups,2500
cn-southwest-97,001/002/003,rds.nodes,5500
cn-southwest-97,001/002/003,bms.servers,4500
cn-southwest-97,001/002/003,vpc.vpcs,2000
cn-southwest-98,001/002/003/004/005,as.scalingGroups,3000
cn-southwest-98,001/002/003/004/005,rds.instances,6000
cn-southwest-98,001/002/003/004/005,vpc.bandwidths,7000
cn-southwest-98,001/002/003/004/005,evs.volumes,6500
cn-southwest-98,001/002/003/004/005,cbr.vault,9000
cn-southwest-98,001/002/003/004/005,ecs.cloudservers,11000
cn-southwest-98,001/002/003/004/005,vpc.publicips,10500
cn-southwest-98,001/002/003/004/005,vpc.securityGroups,8000
cn-southwest-98,001/002/003/004/005,rds.nodes,9500
cn-southwest-98,001/002/003/004/005,bms.servers,10500
cn-southwest-98,001/002/003/004/005,vpc.vpcs,6000
cn-southwest-99,001/002,as.scalingGroups,1000
cn-southwest-99,001/002,rds.instances,500
cn-southwest-99,001/002,vpc.bandwidths,4000
cn-southwest-99,001/002,evs.volumes,2500
cn-southwest-99,001/002,cbr.vault,3500
cn-southwest-99,001/002,ecs.cloudservers,3500
cn-southwest-99,001/002,vpc.publicips,3500
cn-southwest-99,001/002,bms.servers,3000
cn-southwest-99,001/002,vpc.vpcs,3500
ap-southeast-0,001/002/003,as.scalingGroups,8000
ap-southeast-0,001/002/003,rds.instances,2500
ap-southeast-0,001/002/003,vpc.bandwidths,4000
ap-southeast-0,001/002/003,evs.volumes,7500
ap-southeast-0,001/002/003,cbr.vault,6000
ap-southeast-0,001/002/003,vpc.vpcs,1500
ap-southeast-0,001/002/003,vpc.publicips,3000
ap-southeast-0,001/002/003,vpc.securityGroups,4000
ap-southeast-0,001/002/003,rds.nodes,7000
ap-southeast-0,001/002/003,bms.servers,3000
ap-southeast-0,001/002/003,ecs.cloudservers,1500
ap-southeast-1,001/002,rds.instances,4500
ap-southeast-1,001/002,as.scalingGroups,2500
ap-southeast-1,001/002,vpc.bandwidths,500
ap-southeast-1,001/002,evs.volumes,6000
ap-southeast-1,001/002,cbr.vault,2000
ap-southeast-1,001/002,vpc.vpcs,6500
ap-southeast-1,001/002,vpc.publicips,3500
ap-southeast-1,001/002,vpc.securityGroups,2000
ap-southeast-1,001/002,rds.nodes,6000
ap-southeast-1,001/002,bms.servers,500
ap-southeast-1,001/002,ecs.cloudservers,1000
ap-southeast-2,001/002,as.scalingGroups,4500
ap-southeast-2,001/002,rds.instances,3500
ap-southeast-2,001/002,vpc.bandwidths,1500
ap-southeast-2,001/002,evs.volumes,1500
ap-southeast-2,001/002,cbr.vault,500
ap-southeast-2,001/002,vpc.vpcs,500
ap-southeast-2,001/002,vpc.publicips,3000
ap-southeast-2,001/002,vpc.securityGroups,1000
ap-southeast-2,001/002,rds.nodes,4000
ap-southeast-2,001/002,bms.servers,5500
ap-southeast-2,001/002,ecs.cloudservers,3000
ap-southeast-3,001/002,as.scalingGroups,4000
ap-southeast-3,001/002,rds.instances,3000
ap-southeast-3,001/002,vpc.bandwidths,2000
ap-southeast-3,001/002,evs.volumes,500
ap-southeast-3,001/002,cbr.vault,2500
ap-southeast-3,001/002,vpc.publicips,3500
ap-southeast-3,001/002,rds.nodes,1500
ap-southeast-3,001/002,bms.servers,5500
ap-southeast-3,001/002,ecs.cloudservers,1500
ap-southeast-4,001/002/003/004/005,as.scalingGroups,12000
ap-southeast-4,001/002/003/004/005,rds.instances,8500
ap-southeast-4,001/002/003/004/005,vpc.bandwidths,10500
ap-southeast-4,001/002/003/004/005,evs.volumes,3000
ap-southeast-4,001/002/003/004/005,cbr.vault,4000
ap-southeast-4,001/002/003/004/005,ecs.cloudservers,5500
ap-southeast-4,001/002/003/004/005,vpc.publicips,4000
ap-southeast-4,001/002/003/004/005,vpc.securityGroups,2500
ap-southeast-4,001/002/003/004/005,rds.nodes,2500
ap-southeast-4,001/002/003/004/005,bms.servers,10500
ap-southeast-4,001/002/003/004/005,vpc.vpcs,4500
ap-southeast-5,001/002/003/004,rds.instances,9000
ap-southeast-5,001/002/003/004,as.scalingGroups,6000
ap-southeast-5,001/002/003/004,vpc.bandwidths,2000
ap-southeast-5,001/002/003/004,evs.volumes,6000
ap-southeast-5,001/002/003/004,cbr.vault,6500
ap-southeast-5,001/002/003/004,vpc.vpcs,3500
ap-southeast-5,001/002/003/004,vpc.publicips,3500
ap-southeast-5,001/002/003/004,vpc.securityGroups,10500
ap-southeast-5,001/002/003/004,rds.nodes,9000
ap-southeast-5,001/002/003/004,bms.servers,3000
ap-southeast-5,001/002/003/004,ecs.cloudservers,6000
ap-southeast-6,001/002,rds.instances,4500
ap-southeast-6,001/002,as.scalingGroups,2500
ap-southeast-6,001/002,vpc.bandwidths,3000
ap-southeast-6,001/002,evs.volumes,3000
ap-southeast-6,001/002,cbr.vault,2500
ap-southeast-6,001/002,vpc.vpcs,3500
ap-southeast-6,001/002,vpc.publicips,3000
ap-southeast-6,001/002,vpc.securityGroups,2000
ap-southeast-6,001/002,rds.nodes,1000
ap-southeast-6,001/002,bms.servers,3000
ap-southeast-6,001/002,ecs.cloudservers,2500
ap-southeast-7,001/002/003,rds.instances,4000
ap-southeast-7,001/002/003,as.scalingGroups,2500
ap-southeast-7,001/002/003,vpc.bandwidths,7500
ap-southeast-7,001/002/003,evs.volumes,4000
ap-southeast-7,001/002/003,cbr.vault,1000
ap-southeast-7,001/002/003,vpc.vpcs,2500
ap-southeast-7,001/002/003,vpc.publicips,7500
ap-southeast-7,001/002/003,vpc.securityGroups,6000
ap-southeast-7,001/002/003,rds.nodes,4000
ap-southeast-7,001/002/003,bms.servers,1500
ap-southeast-7,001/002/003,ecs.cloudservers,7000
ap-southeast-8,001/002/003/004/005,as.scalingGroups,9500
ap-southeast-8,001/002/003/004/005,rds.instances,2500
ap-southeast-8,001/002/003/004/005,vpc.bandwidths,8000
ap-southeast-8,001/002/003/004/005,evs.volumes,5000
ap-southeast-8,001/002/003/004/005,cbr.vault,8000
ap-southeast-8,001/002/003/004/005,ecs.cloudservers,6500
ap-southeast-8,001/002/003/004/005,vpc.publicips,5000
ap-southeast-8,001/002/003/004/005,vpc.securityGroups,500
ap-southeast-8,001/002/003/004/005,rds.nodes,3000
ap-southeast-8,001/002/003/004/005,bms.servers,10500
ap-southeast-8,001/002/003/004/005,vpc.vpcs,7500
ap-southeast-9,001/002/003/004,rds.instances,3500
ap-southeast-9,001/002/003/004,as.scalingGroups,7000
ap-southeast-9,001/002/003/004,vpc.bandwidths,6000
ap-southeast-9,001/002/003/004,evs.volumes,2500
ap-southeast-9,001/002/003/004,cbr.vault,10000
ap-southeast-9,001/002/003/004,ecs.cloudservers,9000
ap-southeast-9,001/002/003/004,vpc.publicips,3500
ap-southeast-9,001/002/003/004,vpc.securityGroups,1500
ap-southeast-9,001/002/003/004,rds.nodes,7500
ap-southeast-9,001/002/003/004,bms.servers,4000
ap-southeast-9,001/002/003/004,vpc.vpcs,5500
ap-southeast-10,001/002,as.scalingGroups,7000
ap-southeast-10,001/002,rds.instances,4000
ap-southeast-10,001/002,evs.volumes,4000
ap-southeast-10,001/002,vpc.bandwidths,2500
ap-southeast-10,001/002,cbr.vault,3000
ap-southeast-10,001/002,vpc.publicips,1000
ap-southeast-10,001/002,vpc.securityGroups,4000
ap-southeast-10,001/002,rds.nodes,1500
ap-southeast-10,001/002,bms.servers,1000
ap-southeast-10,001/002,ecs.cloudservers,500
ap-southeast-11,001/002,as.scalingGroups,6500
ap-southeast-11,001/002,rds.instances,2000
ap-southeast-11,001/002,vpc.bandwidths,2000
ap-southeast-11,001/002,evs.volumes,1000
ap-southeast-11,001/002,cbr.vault,2500
ap-southeast-11,001/002,vpc.publicips,1000
ap-southeast-11,001/002,rds.nodes,3500
ap-southeast-11,001/002,bms.servers,3500
ap-southeast-11,001/002,ecs.cloudservers,4000
ap-southeast-12,001/002,rds.instances,6500
ap-southeast-12,001/002,as.scalingGroups,1000
ap-southeast-12,001/002,evs.volumes,3000
ap-southeast-12,001/002,cbr.vault,2500
ap-southeast-12,001/002,vpc.vpcs,4000
ap-southeast-12,001/002,vpc.publicips,5000
ap-southeast-12,001/002,vpc.securityGroups,1000
ap-southeast-12,001/002,rds.nodes,1500
ap-southeast-12,001/002,bms.servers,2500
ap-southeast-12,001/002,ecs.cloudservers,3500
ap-southeast-13,001/002/003,rds.instances,6000
ap-southeast-13,001/002/003,as.scalingGroups,1500
ap-southeast-13,001/002/003,vpc.bandwidths,5000
ap-southeast-13,001/002/003,cbr.vault,3500
ap-southeast-13,001/002/003,vpc.vpcs,4000
ap-southeast-13,001/002/003,vpc.publicips,500
ap-southeast-13,001/002/003,vpc.securityGroups,3500
ap-southeast-13,001/002/003,rds.nodes,1000
ap-southeast-13,001/002/003,bms.servers,6000
ap-southeast-13,001/002/003,ecs.cloudservers,3000
ap-southeast-14,001/002/003/004/005,as.scalingGroups,6500
ap-southeast-14,001/002/003/004/005,rds.instances,6000
ap-southeast-14,001/002/003/004/005,vpc.bandwidths,2500
ap-southeast-14,001/002/003/004/005,evs.volumes,6000
ap-southeast-14,001/002/003/004/005,cbr.vault,1000
ap-southeast-14,001/002/003/004/005,vpc.vpcs,4000
ap-southeast-14,001/002/003/004/005,vpc.publicips,4500
ap-southeast-14,001/002/003/004/005,vpc.securityGroups,10000
ap-southeast-14,001/002/003/004/005,rds.nodes,8000
ap-southeast-14,001/002/003/004/005,bms.servers,2500
ap-southeast-14,001/002/003/004/005,ecs.cloudservers,6500
ap-southeast-15,001/002/003,as.scalingGroups,7500
ap-southeast-15,001/002/003,rds.instances,3000
ap-southeast-15,001/002/003,vpc.bandwidths,7000
ap-southeast-15,001/002/003,evs.volumes,4000
ap-southeast-15,001/002/003,cbr.vault,6000
ap-southeast-15,001/002/003,vpc.vpcs,9500
ap-southeast-15,001/002/003,vpc.publicips,4500
ap-southeast-15,001/002/003,vpc.securityGroups,9500
ap-southeast-15,001/002/003,rds.nodes,3500
ap-southeast-15,001/002/003,bms.servers,1000
ap-southeast-15,001/002/003,ecs.cloudservers,1500
ap-southeast-16,001/002/003/004,rds.instances,7000
ap-southeast-16,001/002/003/004,as.scalingGroups,3500
ap-southeast-16,001/002/003/004,vpc.bandwidths,7000
ap-southeast-16,001/002/003/004,evs.volumes,5000
ap-southeast-16,001/002/003/004,cbr.vault,8000
ap-southeast-16,001/002/003/004,vpc.vpcs,8000
ap-southeast-16,001/002/003/004,vpc.publicips,5000
ap-southeast-16,001/002/003/004,vpc.securityGroups,3000
ap-southeast-16,001/002/003/004,rds.nodes,3500
ap-southeast-16,001/002/003/004,bms.servers,5000
ap-southeast-16,001/002/003/004,ecs.cloudservers,5000
ap-southeast-17,001/002/003,as.scalingGroups,3500
ap-southeast-17,001/002/003,rds.instances,3000
ap-southeast-17,001/002/003,vpc.bandwidths,4000
ap-southeast-17,001/002/003,evs.volumes,6000
ap-southeast-17,001/002/003,cbr.vault,5500
ap-southeast-17,001/002/003,vpc.vpcs,2500
ap-southeast-17,001/002/003,vpc.publicips,5500
ap-southeast-17,001/002/003,vpc.securityGroups,5000
ap-southeast-17,001/002/003,rds.nodes,4000
ap-southeast-17,001/002/003,bms.servers,7000
ap-southeast-17,001/002/003,ecs.cloudservers,6500
ap-southeast-18,001/002/003,rds.instances,2000
ap-southeast-18,001/002/003,as.scalingGroups,4500
ap-southeast-18,001/002/003,evs.volumes,3000
ap-southeast-18,001/002/003,vpc.bandwidths,1000
ap-southeast-18,001/002/003,cbr.vault,5500
ap-southeast-18,001/002/003,vpc.vpcs,2500
ap-southeast-18,001/002/003,vpc.publicips,3500
ap-southeast-18,001/002/003,vpc.securityGroups,4500
ap-southeast-18,001/002/003,rds.nodes,6000
ap-southeast-18,001/002/003,bms.servers,1500
ap-southeast-18,001/002/003,ecs.cloudservers,2000
ap-southeast-19,001/002,as.scalingGroups,4500
ap-southeast-19,001/002,rds.instances,1500
ap-southeast-19,001/002,vpc.bandwidths,1000
ap-southeast-19,001/002,evs.volumes,2500
ap-southeast-19,001/002,cbr.vault,500
ap-southeast-19,001/002,ecs.cloudservers,500
ap-southeast-19,001/002,vpc.publicips,5500
ap-southeast-19,001/002,vpc.securityGroups,500
ap-southeast-19,001/002,rds.nodes,2500
ap-southeast-19,001/002,bms.servers,1500
ap-southeast-19,001/002,vpc.vpcs,7000
ap-southeast-20,001/002/003,rds.instances,3500
ap-southeast-20,001/002/003,as.scalingGroups,5500
ap-southeast-20,001/002/003,vpc.bandwidths,6000
ap-southeast-20,001/002/003,evs.volumes,7500
ap-southeast-20,001/002/003,cbr.vault,1500
ap-southeast-20,001/002/003,vpc.vpcs,6500
ap-southeast-20,001/002/003,vpc.publicips,2000
ap-southeast-20,001/002/003,vpc.securityGroups,1000
ap-southeast-20,001/002/003,rds.nodes,1500
ap-southeast-20,001/002/003,bms.servers,500
ap-southeast-20,001/002/003,ecs.cloudservers,2500
ap-southeast-21,001/002/003,rds.instances,4500
ap-southeast-21,001/002/003,as.scalingGroups,3500
ap-southeast-21,001/002/003,vpc.bandwidths,4500
ap-southeast-21,001/002/003,evs.volumes,6500
ap-southeast-21,001/002/003,cbr.vault,2500
ap-southeast-21,001/002/003,vpc.vpcs,7500
ap-southeast-21,001/002/003,vpc.publicips,8500
ap-southeast-21,001/002/003,vpc.securityGroups,4500
ap-southeast-21,001/002/003,rds.nodes,1500
ap-southeast-21,001/002/003,bms.servers,4000
ap-southeast-21,001/002/003,ecs.cloudservers,6500
ap-southeast-22,001/002/003/004,as.scalingGroups,9000
ap-southeast-22,001/002/003/004,rds.instances,5000
ap-southeast-22,001/002/003/004,evs.volumes,10000
ap-southeast-22,001/002/003/004,vpc.bandwidths,1500
ap-southeast-22,001/002/003/004,vpc.vpcs,4000
ap-southeast-22,001/002/003/004,vpc.publicips,5000
ap-southeast-22,001/002/003/004,rds.nodes,3500
ap-southeast-22,001/002/003/004,bms.servers,1000
ap-southeast-22,001/002/003/004,ecs.cloudservers,6500
ap-southeast-23,001/002/003/004/005,as.scalingGroups,10000
ap-southeast-23,001/002/003/004/005,rds.instances,8000
ap-southeast-23,001/002/003/004/005,vpc.bandwidths,6000
ap-southeast-23,001/002/003/004/005,evs.volumes,6000
ap-southeast-23,001/002/003/004/005,cbr.vault,10000
ap-southeast-23,001/002/003/004/005,ecs.cloudservers,7500
ap-southeast-23,001/002/003/004/005,vpc.publicips,7000
ap-southeast-23,001/002/003/004/005,vpc.securityGroups,7500
ap-southeast-23,001/002/003/004/005,rds.nodes,9500
ap-southeast-23,001/002/003/004/005,bms.servers,5500
ap-southeast-23,001/002/003/004/005,vpc.vpcs,9000
ap-southeast-24,001/002/003,as.scalingGroups,3000
ap-southeast-24,001/002/003,rds.instances,2500
ap-southeast-24,001/002/003,vpc.bandwidths,4500
ap-southeast-24,001/002/003,evs.volumes,4500
ap-southeast-24,001/002/003,ecs.cloudservers,5500
ap-southeast-24,001/002/003,cbr.vault,1000
ap-southeast-24,001/002/003,vpc.publicips,3000
ap-southeast-24,001/002/003,vpc.securityGroups,500
ap-southeast-24,001/002/003,rds.nodes,1500
ap-southeast-24,001/002/003,bms.servers,3500
ap-southeast-24,001/002/003,vpc.vpcs,2000
af-0,001/002,rds.instances,3000
af-0,001/002,as.scalingGroups,2500
af-0,001/002,vpc.bandwidths,2000
af-0,001/002,evs.volumes,5500
af-0,001/002,cbr.vault,3000
af-0,001/002,ecs.cloudservers,3500
af-0,001/002,vpc.publicips,1500
af-0,001/002,vpc.securityGroups,1500
af-0,001/002,rds.nodes,500
af-0,001/002,bms.servers,4000
af-0,001/002,vpc.vpcs,6500
af-1,001/002/003,as.scalingGroups,5500
af-1,001/002/003,rds.instances,1000
af-1,001/002/003,vpc.bandwidths,4000
af-1,001/002/003,evs.volumes,3500
af-1,001/002/003,cbr.vault,5500
af-1,001/002/003,vpc.vpcs,5000
af-1,001/002/003,vpc.publicips,4000
af-1,001/002/003,vpc.securityGroups,1500
af-1,001/002/003,rds.nodes,3500
af-1,001/002/003,bms.servers,2500
af-1,001/002/003,ecs.cloudservers,3500
af-2,001/002/003/004/005,rds.instances,7000
af-2,001/002/003/004/005,as.scalingGroups,2000
af-2,001/002/003/004/005,vpc.bandwidths,9500
af-2,001/002/003/004/005,evs.volumes,10000
af-2,001/002/003/004/005,cbr.vault,6500
af-2,001/002/003/004/005,ecs.cloudservers,16000
af-2,001/002/003/004/005,vpc.publicips,11500
af-2,001/002/003/004/005,vpc.securityGroups,6500
af-2,001/002/003/004/005,rds.nodes,5000
af-2,001/002/003/004/005,bms.servers,3000
af-2,001/002/003/004/005,vpc.vpcs,9500
af-3,001/002,as.scalingGroups,4000
af-3,001/002,rds.instances,3500
af-3,001/002,vpc.bandwidths,2500
af-3,001/002,evs.volumes,3500
af-3,001/002,ecs.cloudservers,4500
af-3,001/002,cbr.vault,1500
af-3,001/002,vpc.publicips,2500
af-3,001/002,vpc.securityGroups,3500
af-3,001/002,rds.nodes,2500
af-3,001/002,bms.servers,2500
af-3,001/002,vpc.vpcs,1500
af-4,001/002/003,as.scalingGroups,6000
af-4,001/002/003,rds.instances,5500
af-4,001/002/003,vpc.bandwidths,6000
af-4,001/002/003,evs.volumes,3000
af-4,001/002/003,cbr.vault,8000
af-4,001/002/003,ecs.cloudservers,3000
af-4,001/002/003,vpc.publicips,5000
af-4,001/002/003,vpc.securityGroups,6000
af-4,001/002/003,rds.nodes,4500
af-4,001/002/003,bms.servers,4000
af-4,001/002/003,vpc.vpcs,4500
af-5,001/002/003/004/005,rds.instances,6500
af-5,001/002/003/004/005,as.scalingGroups,5000
af-5,001/002/003/004/005,vpc.bandwidths,3500
af-5,001/002/003/004/005,evs.volumes,5000
af-5,001/002/003/004/005,cbr.vault,14000
af-5,001/002/003/004/005,ecs.cloudservers,5500
af-5,001/002/003/004/005,vpc.publicips,5500
af-5,001/002/003/004/005,vpc.securityGroups,3500
af-5,001/002/003/004/005,rds.nodes,3500
af-5,001/002/003/004/005,bms.servers,2000
af-5,001/002/003/004/005,vpc.vpcs,6000
af-6,001/002/003/004,rds.instances,7500
af-6,001/002/003/004,as.scalingGroups,2500
af-6,001/002/003/004,vpc.bandwidths,4500
af-6,001/002/003/004,evs.volumes,7000
af-6,001/002/003/004,cbr.vault,5500
af-6,001/002/003/004,ecs.cloudservers,7500
af-6,001/002/003/004,vpc.publicips,10000
af-6,001/002/003/004,vpc.securityGroups,6500
af-6,001/002/003/004,rds.nodes,4500
af-6,001/002/003/004,bms.servers,7000
af-6,001/002/003/004,vpc.vpcs,6500
af-7,001/002,as.scalingGroups,5000
af-7,001/002,rds.instances,3000
af-7,001/002,vpc.bandwidths,3000
af-7,001/002,evs.volumes,500
af-7,001/002,vpc.vpcs,1000
af-7,001/002,vpc.publicips,3500
af-7,001/002,vpc.securityGroups,2000
af-7,001/002,rds.nodes,4000
af-7,001/002,bms.servers,3500
af-7,001/002,ecs.cloudservers,1000
af-8,001/002,rds.instances,500
af-8,001/002,as.scalingGroups,500
af-8,001/002,vpc.bandwidths,5500
af-8,001/002,evs.volumes,500
af-8,001/002,cbr.vault,1000
af-8,001/002,vpc.publicips,3500
af-8,001/002,vpc.securityGroups,4500
af-8,001/002,rds.nodes,5500
af-8,001/002,bms.servers,500
af-8,001/002,ecs.cloudservers,1000
af-9,001/002,rds.instances,5500
af-9,001/002,as.scalingGroups,4000
af-9,001/002,evs.volumes,4000
af-9,001/002,vpc.bandwidths,1000
af-9,001/002,cbr.vault,1500
af-9,001/002,ecs.cloudservers,1500
af-9,001/002,vpc.publicips,3000
af-9,001/002,vpc.securityGroups,6500
af-9,001/002,rds.nodes,3500
af-9,001/002,bms.servers,1000
af-9,001/002,vpc.vpcs,2500
af-10,001/002/003/004,rds.instances,8500
af-10,001/002/003/004,as.scalingGroups,2000
af-10,001/002/003/004,vpc.bandwidths,5500
af-10,001/002/003/004,evs.volumes,2500
af-10,001/002/003/004,cbr.vault,5500
af-10,001/002/003/004,ecs.cloudservers,10500
af-10,001/002/003/004,vpc.publicips,4000
af-10,001/002/003/004,vpc.securityGroups,6500
af-10,001/002/003/004,bms.servers,6500
af-10,001/002/003/004,vpc.vpcs,5000
af-11,001/002,rds.instances,2500
af-11,001/002,as.scalingGroups,1000
af-11,001/002,vpc.bandwidths,4500
af-11,001/002,evs.volumes,1000
af-11,001/002,ecs.cloudservers,3000
af-11,001/002,cbr.vault,2500
af-11,001/002,vpc.publicips,4000
af-11,001/002,vpc.securityGroups,500
af-11,001/002,rds.nodes,6000
af-11,001/002,bms.servers,1000
af-11,001/002,vpc.vpcs,2000
af-12,001/002/003,rds.instances,4000
af-12,001/002/003,as.scalingGroups,6500
af-12,001/002/003,vpc.bandwidths,5500
af-12,001/002/003,evs.volumes,2500
af-12,001/002/003,cbr.vault,2500
af-12,001/002/003,ecs.cloudservers,6500
af-12,001/002/003,vpc.publicips,3500
af-12,001/002/003,vpc.securityGroups,3500
af-12,001/002/003,rds.nodes,5500
af-12,001/002/003,bms.servers,4500
af-12,001/002/003,vpc.vpcs,4000
af-13,001/002/003/004/005,rds.instances,7500
af-13,001/002/003/004/005,as.scalingGroups,6500
af-13,001/002/003/004/005,vpc.bandwidths,7000
af-13,001/002/003/004/005,evs.volumes,6000
af-13,001/002/003/004/005,cbr.vault,3500
af-13,001/002/003/004/005,vpc.vpcs,6000
af-13,001/002/003/004/005,vpc.publicips,6000
af-13,001/002/003/004/005,vpc.securityGroups,11000
af-13,001/002/003/004/005,rds.nodes,5500
af-13,001/002/003/004/005,bms.servers,5500
af-13,001/002/003/004/005,ecs.cloudservers,7500
af-14,001/002/003/004/005,rds.instances,10000
af-14,001/002/003/004/005,as.scalingGroups,4500
af-14,001/002/003/004/005,vpc.bandwidths,7000
af-14,001/002/003/004/005,evs.volumes,16000
af-14,001/002/003/004/005,cbr.vault,9000
af-14,001/002/003/004/005,vpc.vpcs,6500
af-14,001/002/003/004/005,vpc.publicips,6000
af-14,001/002/003/004/005,vpc.securityGroups,5500
af-14,001/002/003/004/005,rds.nodes,4000
af-14,001/002/003/004/005,bms.servers,9000
af-14,001/002/003/004/005,ecs.cloudservers,6500
af-15,001/002,as.scalingGroups,1500
af-15,001/002,rds.instances,2500
af-15,001/002,vpc.bandwidths,4500
af-15,001/002,cbr.vault,1500
af-15,001/002,vpc.securityGroups,3500
af-15,001/002,rds.nodes,500
af-15,001/002,bms.servers,6000
af-15,001/002,ecs.cloudservers,3000
af-16,001/002,vpc.bandwidths,1000
af-16,001/002,evs.volumes,3000
af-16,001/002,cbr.vault,1500
af-16,001/002,vpc.vpcs,2500
af-16,001/002,vpc.publicips,2500
af-16,001/002,vpc.securityGroups,7000
af-16,001/002,rds.nodes,2500
af-16,001/002,bms.servers,4000
af-16,001/002,ecs.cloudservers,2500
af-17,001/002,rds.instances,4000
af-17,001/002,as.scalingGroups,3500
af-17,001/002,vpc.bandwidths,500
af-17,001/002,evs.volumes,4500
af-17,001/002,vpc.publicips,5500
af-17,001/002,vpc.securityGroups,3000
af-17,001/002,rds.nodes,4000
af-17,001/002,bms.servers,3500
af-17,001/002,ecs.cloudservers,500
af-18,001/002/003/004/005,rds.instances,12500
af-18,001/002/003/004/005,as.scalingGroups,6000
af-18,001/002/003/004/005,vpc.bandwidths,4500
af-18,001/002/003/004/005,evs.volumes,5000
af-18,001/002/003/004/005,cbr.vault,5500
af-18,001/002/003/004/005,vpc.vpcs,11500
af-18,001/002/003/004/005,vpc.publicips,2000
af-18,001/002/003/004/005,vpc.securityGroups,6500
af-18,001/002/003/004/005,rds.nodes,7500
af-18,001/002/003/004/005,bms.servers,5500
af-18,001/002/003/004/005,ecs.cloudservers,14000
af-19,001/002/003/004/005,rds.instances,4500
af-19,001/002/003/004/005,as.scalingGroups,4000
af-19,001/002/003/004/005,vpc.bandwidths,8500
af-19,001/002/003/004/005,evs.volumes,11500
af-19,001/002/003/004/005,cbr.vault,4000
af-19,001/002/003/004/005,vpc.vpcs,6000
af-19,001/002/003/004/005,vpc.publicips,4000
af-19,001/002/003/004/005,vpc.securityGroups,7000
af-19,001/002/003/004/005,rds.nodes,3500
af-19,001/002/003/004/005,bms.servers,10000
af-19,001/002/003/004/005,ecs.cloudservers,10000
af-20,001/002/003/004,rds.instances,4000
af-20,001/002/003/004,as.scalingGroups,3000
af-20,001/002/003/004,vpc.bandwidths,4500
af-20,001/002/003/004,evs.volumes,5000
af-20,001/002/003/004,cbr.vault,3000
af-20,001/002/003/004,ecs.cloudservers,1500
af-20,001/002/003/004,vpc.publicips,9500
af-20,001/002/003/004,vpc.securityGroups,5000
af-20,001/002/003/004,rds.nodes,7000
af-20,001/002/003/004,bms.servers,4000
af-20,001/002/003/004,vpc.vpcs,3500
af-21,001/002/003,rds.instances,6000
af-21,001/002/003,as.scalingGroups,1000
af-21,001/002/003,vpc.bandwidths,4500
af-21,001/002/003,evs.volumes,3000
af-21,001/002/003,cbr.vault,5000
af-21,001/002/003,vpc.vpcs,7000
af-21,001/002/003,vpc.publicips,6500
af-21,001/002/003,vpc.securityGroups,4000
af-21,001/002/003,rds.nodes,6000
af-21,001/002/003,bms.servers,4000
af-21,001/002/003,ecs.cloudservers,6000
af-22,001/002/003,rds.instances,5500
af-22,001/002/003,as.scalingGroups,7500
af-22,001/002/003,vpc.bandwidths,4500
af-22,001/002/003,evs.volumes,2500
af-22,001/002/003,cbr.vault,4500
af-22,001/002/003,ecs.cloudservers,5000
af-22,001/002/003,vpc.publicips,4500
af-22,001/002/003,vpc.securityGroups,1500
af-22,001/002/003,rds.nodes,1000
af-22,001/002/003,bms.servers,2500
af-22,001/002/003,vpc.vpcs,4500
af-23,001/002/003,rds.instances,1000
af-23,001/002/003,as.scalingGroups,7000
af-23,001/002/003,vpc.bandwidths,4500
af-23,001/002/003,evs.volumes,4500
af-23,001/002/003,cbr.vault,1500
af-23,001/002/003,ecs.cloudservers,4000
af-23,001/002/003,vpc.publicips,6000
af-23,001/002/003,vpc.securityGroups,4500
af-23,001/002/003,rds.nodes,5000
af-23,001/002/003,bms.servers,2500
af-23,001/002/003,vpc.vpcs,1000
af-24,001/002/003/004,rds.instances,8500
af-24,001/002/003/004,as.scalingGroups,6000
af-24,001/002/003/004,vpc.bandwidths,6000
af-24,001/002/003/004,evs.volumes,3500
af-24,001/002/003/004,cbr.vault,1000
af-24,001/002/003/004,vpc.vpcs,4500
af-24,001/002/003/004,vpc.publicips,3500
af-24,001/002/003/004,vpc.securityGroups,7500
af-24,001/002/003/004,rds.nodes,3500
af-24,001/002/003/004,bms.servers,5500
af-24,001/002/003/004,ecs.cloudservers,2000
eu-west-0,001/002/003/004/005,as.scalingGroups,7000
eu-west-0,001/002/003/004/005,rds.instances,11000
eu-west-0,001/002/003/004/005,vpc.bandwidths,5500
