Region1,Region2,Delay,Bandwidth
cn-southwest-25,cn-southwest-63,47,889
cn-southwest-25,cn-southwest-64,52,819
cn-southwest-25,cn-southwest-65,13,949
cn-southwest-25,cn-southwest-66,68,742
cn-southwest-25,cn-southwest-67,95,632
cn-southwest-25,cn-southwest-68,20,985
cn-southwest-25,cn-southwest-69,96,523
cn-southwest-25,cn-southwest-70,14,699
cn-southwest-25,cn-southwest-71,82,718
cn-southwest-25,cn-southwest-72,24,652
cn-southwest-25,cn-southwest-73,73,613
cn-southwest-25,cn-southwest-74,31,500
cn-southwest-25,cn-southwest-75,41,893
cn-southwest-25,cn-southwest-76,63,689
cn-southwest-25,cn-southwest-77,30,541
cn-southwest-25,cn-southwest-78,63,876
cn-southwest-25,cn-southwest-79,84,830
cn-southwest-25,cn-southwest-80,57,641
cn-southwest-25,cn-southwest-81,50,781
cn-southwest-25,cn-southwest-82,33,648
cn-southwest-25,cn-southwest-83,10,631
cn-southwest-25,cn-southwest-84,78,956
cn-southwest-25,cn-southwest-85,46,812
cn-southwest-25,cn-southwest-86,43,937
cn-southwest-25,cn-southwest-87,65,788
cn-southwest-25,cn-southwest-88,46,589
cn-southwest-25,cn-southwest-89,53,725
cn-southwest-25,cn-southwest-90,99,891
cn-southwest-25,cn-southwest-91,20,660
cn-southwest-25,cn-southwest-92,88,774
cn-southwest-25,cn-southwest-93,36,824
cn-southwest-25,cn-southwest-94,76,995
cn-southwest-25,cn-southwest-95,85,905
cn-southwest-25,cn-southwest-96,96,570
cn-southwest-25,cn-southwest-97,11,680
cn-southwest-25,cn-southwest-98,33,634
cn-southwest-25,cn-southwest-99,73,922
cn-southwest-25,ap-southeast-0,36,752
cn-southwest-25,ap-southeast-1,58,572
cn-southwest-25,ap-southeast-2,93,955
cn-southwest-25,ap-southeast-3,34,640
cn-southwest-25,ap-southeast-4,69,655
cn-southwest-25,ap-southeast-5,46,888
cn-southwest-25,ap-southeast-6,12,585
cn-southwest-25,ap-southeast-7,41,787
cn-southwest-25,ap-southeast-8,84,936
cn-southwest-25,ap-southeast-9,47,788
cn-southwest-25,ap-southeast-10,40,514
cn-southwest-25,ap-southeast-11,82,974
cn-southwest-25,ap-southeast-12,58,746
cn-southwest-25,ap-southeast-13,84,834
cn-southwest-25,ap-southeast-14,21,857
cn-southwest-25,ap-southeast-15,38,975
cn-southwest-25,ap-southeast-16,57,669
cn-southwest-25,ap-southeast-17,46,808
cn-southwest-25,ap-southeast-18,47,807
cn-southwest-25,ap-southeast-19,33,558
cn-southwest-25,ap-southeast-20,70,684
cn-southwest-25,ap-southeast-21,62,520
cn-southwest-25,ap-southeast-22,44,925
cn-southwest-25,ap-southeast-23,65,935
cn-southwest-25,ap-southeast-24,90,607
cn-southwest-25,af-0,19,611
cn-southwest-25,af-1,13,954
cn-southwest-25,af-2,57,952
cn-southwest-25,af-3,56,536
cn-southwest-25,af-4,79,504
cn-southwest-25,af-5,19,518
cn-southwest-25,af-6,12,720
cn-southwest-25,af-7,32,645
cn-southwest-25,af-8,50,822
cn-southwest-25,af-9,22,972
cn-southwest-25,af-10,44,958
cn-southwest-25,af-11,92,929
cn-southwest-25,af-12,82,824
cn-southwest-25,af-13,60,805
cn-southwest-25,af-14,100,711
cn-southwest-25,af-15,51,560
cn-southwest-25,af-16,93,951
cn-southwest-25,af-17,100,832
cn-southwest-25,af-18,50,901
cn-southwest-25,af-19,33,794
cn-southwest-25,af-20,52,526
cn-southwest-25,af-21,62,812
cn-southwest-25,af-22,27,859
cn-southwest-25,af-23,63,598
cn-southwest-25,af-24,62,747
cn-southwest-25,eu-west-0,92,741
cn-southwest-25,eu-west-1,63,857
cn-southwest-25,eu-west-2,68,805
cn-southwest-25,eu-west-3,36,922
cn-southwest-25,eu-west-4,31,791
cn-southwest-25,eu-west-5,69,617
cn-southwest-25,eu-west-6,19,526
cn-southwest-25,eu-west-7,11,562
cn-southwest-25,eu-west-8,78,547
cn-southwest-25,eu-west-9,76,565
cn-southwest-25,eu-west-10,17,640
cn-southwest-25,eu-west-11,45,817
cn-southwest-25,eu-west-12,58,608
cn-southwest-25,eu-west-13,70,983
cn-southwest-25,eu-west-14,40,658
cn-southwest-25,eu-west-15,59,934
cn-southwest-25,eu-west-16,33,785
cn-southwest-25,eu-west-17,54,928
cn-southwest-25,eu-west-18,49,683
cn-southwest-25,eu-west-19,64,781
cn-southwest-25,eu-west-20,91,550
cn-southwest-25,eu-west-21,73,578
cn-southwest-25,eu-west-22,17,696
cn-southwest-25,eu-west-23,53,786
cn-southwest-25,eu-west-24,72,723
cn-southwest-25,la-0,76,949
cn-southwest-25,la-1,12,671
cn-southwest-25,la-2,82,623
cn-southwest-25,la-3,78,618
cn-southwest-25,la-4,63,502
cn-southwest-25,la-5,69,959
cn-southwest-25,la-6,96,857
cn-southwest-25,la-7,14,595
cn-southwest-25,la-8,85,998
cn-southwest-25,la-9,30,587
cn-southwest-25,la-10,46,888
cn-southwest-25,la-11,15,663
cn-southwest-25,la-12,83,632
cn-southwest-25,la-13,36,887
cn-southwest-25,la-14,50,967
cn-southwest-25,la-15,69,905
cn-southwest-25,la-16,94,713
cn-southwest-25,la-17,69,930
cn-southwest-25,la-18,34,987
cn-southwest-25,la-19,36,581
cn-southwest-25,la-20,73,652
cn-southwest-25,la-21,56,814
cn-southwest-25,la-22,89,767
cn-southwest-25,la-23,98,936
cn-southwest-25,la-24,47,507
cn-southwest-26,cn-southwest-27,60,798
cn-southwest-26,cn-southwest-28,32,658
cn-southwest-26,cn-southwest-29,40,747
cn-southwest-26,cn-southwest-30,65,635
cn-southwest-26,cn-southwest-31,81,702
cn-southwest-26,cn-southwest-32,16,852
cn-southwest-26,cn-southwest-33,11,672
cn-southwest-26,cn-southwest-34,47,652
cn-southwest-26,cn-southwest-35,70,843
cn-southwest-26,cn-southwest-36,19,529
cn-southwest-26,cn-southwest-37,11,773
cn-southwest-26,cn-southwest-38,100,912
cn-southwest-26,cn-southwest-39,35,665
cn-southwest-26,cn-southwest-40,52,576
cn-southwest-26,cn-southwest-41,72,996
cn-southwest-26,cn-southwest-42,89,576
cn-southwest-26,cn-southwest-43,100,565
cn-southwest-26,cn-southwest-44,48,529
cn-southwest-26,cn-southwest-45,57,986
cn-southwest-26,cn-southwest-46,98,615
cn-southwest-26,cn-southwest-47,70,1000
cn-southwest-26,cn-southwest-48,38,574
cn-southwest-26,cn-southwest-49,75,516
cn-southwest-26,cn-southwest-50,77,857
cn-southwest-26,cn-southwest-51,13,966
cn-southwest-26,cn-southwest-52,92,542
cn-southwest-26,cn-southwest-53,85,932
cn-southwest-26,cn-southwest-54,87,763
cn-southwest-26,cn-southwest-55,12,751
cn-southwest-26,cn-southwest-56,46,539
cn-southwest-26,cn-southwest-57,46,641
cn-southwest-26,cn-southwest-58,72,972
cn-southwest-26,cn-southwest-59,61,553
cn-southwest-26,cn-southwest-60,62,824
cn-southwest-26,cn-southwest-61,92,948
cn-southwest-26,cn-southwest-62,63,540
cn-southwest-26,cn-southwest-63,28,621
cn-southwest-26,cn-southwest-64,37,709
cn-southwest-26,cn-southwest-65,39,519
cn-southwest-26,cn-southwest-66,95,508
cn-southwest-26,cn-southwest-67,15,704
cn-southwest-26,cn-southwest-68,18,710
cn-southwest-26,cn-southwest-69,39,595
cn-southwest-26,cn-southwest-70,40,799
cn-southwest-26,cn-southwest-71,51,824
cn-southwest-26,cn-southwest-72,79,773
cn-southwest-26,cn-southwest-73,41,658
cn-southwest-26,cn-southwest-74,49,784
cn-southwest-26,cn-southwest-75,100,989
cn-southwest-26,cn-southwest-76,85,615
cn-southwest-26,cn-southwest-77,100,608
cn-southwest-26,cn-southwest-78,35,950
cn-southwest-26,cn-southwest-79,67,923
cn-southwest-26,cn-southwest-80,32,992
cn-southwest-26,cn-southwest-81,99,863
cn-southwest-26,cn-southwest-82,84,955
cn-southwest-26,cn-southwest-83,77,975
cn-southwest-26,cn-southwest-84,20,585
cn-southwest-26,cn-southwest-85,74,765
cn-southwest-26,cn-southwest-86,33,986
cn-southwest-26,cn-southwest-87,59,757
cn-southwest-26,cn-southwest-88,81,926
cn-southwest-26,cn-southwest-89,76,987
cn-southwest-26,cn-southwest-90,67,707
cn-southwest-26,cn-southwest-91,55,848
cn-southwest-26,cn-southwest-92,30,817
cn-southwest-26,cn-southwest-93,26,986
cn-southwest-26,cn-southwest-94,60,868
cn-southwest-26,cn-southwest-95,96,670
cn-southwest-26,cn-southwest-96,87,849
cn-southwest-26,cn-southwest-97,31,928
cn-southwest-26,cn-southwest-98,66,567
cn-southwest-26,cn-southwest-99,60,832
cn-southwest-26,ap-southeast-0,43,679
cn-southwest-26,ap-southeast-1,47,894
cn-southwest-26,ap-southeast-2,27,797
cn-southwest-26,ap-southeast-3,83,951
cn-southwest-26,ap-southeast-4,45,841
cn-southwest-26,ap-southeast-5,52,829
cn-southwest-26,ap-southeast-6,78,698
cn-southwest-26,ap-southeast-7,50,510
cn-southwest-26,ap-southeast-8,93,638
cn-southwest-26,ap-southeast-9,66,633
cn-southwest-26,ap-southeast-10,26,804
cn-southwest-26,ap-southeast-11,96,801
cn-southwest-26,ap-southeast-12,13,673
cn-southwest-26,ap-southeast-13,88,805
cn-southwest-26,ap-southeast-14,80,852
cn-southwest-26,ap-southeast-15,74,741
cn-southwest-26,ap-southeast-16,63,589
cn-southwest-26,ap-southeast-17,54,848
cn-southwest-26,ap-southeast-18,41,756
cn-southwest-26,ap-southeast-19,83,968
cn-southwest-26,ap-southeast-20,17,874
cn-southwest-26,ap-southeast-21,52,732
cn-southwest-26,ap-southeast-22,82,590
cn-southwest-26,ap-southeast-23,70,597
cn-southwest-26,ap-southeast-24,31,721
cn-southwest-26,af-0,88,579
cn-southwest-26,af-1,45,751
cn-southwest-26,af-2,26,863
cn-southwest-26,af-3,88,755
cn-southwest-26,af-4,71,831
cn-southwest-26,af-5,85,668
cn-southwest-26,af-6,16,895
cn-southwest-26,af-7,24,571
cn-southwest-26,af-8,30,790
cn-southwest-26,af-9,34,702
cn-southwest-26,af-10,57,915
cn-southwest-26,af-11,90,681
cn-southwest-26,af-12,35,633
cn-southwest-26,af-13,45,829
cn-southwest-26,af-14,83,871
cn-southwest-26,af-15,68,578
cn-southwest-26,af-16,11,679
cn-southwest-26,af-17,62,566
cn-southwest-26,af-18,73,656
cn-southwest-26,af-19,58,527
cn-southwest-26,af-20,15,685
cn-southwest-26,af-21,86,535
cn-southwest-26,af-22,70,893
cn-southwest-26,af-23,68,978
cn-southwest-26,af-24,52,706
cn-southwest-26,eu-west-0,10,852
cn-southwest-26,eu-west-1,39,770
cn-southwest-26,eu-west-2,50,787
cn-southwest-26,eu-west-3,42,983
cn-southwest-26,eu-west-4,72,867
cn-southwest-26,eu-west-5,19,972
cn-southwest-26,eu-west-6,13,571
cn-southwest-26,eu-west-7,64,897
cn-southwest-26,eu-west-8,82,561
cn-southwest-26,eu-west-9,57,849
cn-southwest-26,eu-west-10,18,639
cn-southwest-26,eu-west-11,71,992
cn-southwest-26,eu-west-12,84,850
cn-southwest-26,eu-west-13,24,737
cn-southwest-26,eu-west-14,61,507
cn-southwest-26,eu-west-15,37,535
cn-southwest-26,eu-west-16,52,805
cn-southwest-26,eu-west-17,76,761
cn-southwest-26,eu-west-18,61,775
cn-southwest-26,eu-west-19,17,717
cn-southwest-26,eu-west-20,95,634
cn-southwest-26,eu-west-21,35,720
cn-southwest-26,eu-west-22,64,813
cn-southwest-26,eu-west-23,20,880
cn-southwest-26,eu-west-24,66,811
cn-southwest-26,la-0,81,996
cn-southwest-26,la-1,26,818
cn-southwest-26,la-2,84,711
cn-southwest-26,la-3,33,744
cn-southwest-26,la-4,80,876
cn-southwest-26,la-5,21,846
cn-southwest-26,la-6,24,990
cn-southwest-26,la-7,56,781
cn-southwest-26,la-8,60,816
cn-southwest-26,la-9,76,513
cn-southwest-26,la-10,96,701
cn-southwest-26,la-11,90,552
cn-southwest-26,la-12,24,630
cn-southwest-26,la-13,49,994
cn-southwest-26,la-14,28,510
cn-southwest-26,la-15,93,789
cn-southwest-26,la-16,58,565
cn-southwest-26,la-17,40,531
cn-southwest-26,la-18,45,789
cn-southwest-26,la-19,75,699
cn-southwest-26,la-20,91,797
cn-southwest-26,la-21,26,670
cn-southwest-26,la-22,10,960
cn-southwest-26,la-23,70,712
cn-southwest-26,la-24,55,706
cn-southwest-27,cn-southwest-28,92,818
cn-southwest-27,cn-southwest-29,46,756
cn-southwest-27,cn-southwest-30,24,727
cn-southwest-27,cn-southwest-31,45,864
cn-southwest-27,cn-southwest-32,77,631
cn-southwest-27,cn-southwest-33,65,862
cn-southwest-27,cn-southwest-34,98,636
cn-southwest-27,cn-southwest-35,93,982
cn-southwest-27,cn-southwest-36,60,635
cn-southwest-27,cn-southwest-37,82,703
cn-southwest-27,cn-southwest-38,55,966
cn-southwest-27,cn-southwest-39,95,568
cn-southwest-27,cn-southwest-40,18,872
cn-southwest-27,cn-southwest-41,65,796
cn-southwest-27,cn-southwest-42,97,902
cn-southwest-27,cn-southwest-43,39,616
cn-southwest-27,cn-southwest-44,36,651
cn-southwest-27,cn-southwest-45,89,922
cn-southwest-27,cn-southwest-46,88,927
cn-southwest-27,cn-southwest-47,51,535
cn-southwest-27,cn-southwest-48,73,665
cn-southwest-27,cn-southwest-49,30,768
cn-southwest-27,cn-southwest-50,45,671
cn-southwest-27,cn-southwest-51,90,656
cn-southwest-27,cn-southwest-52,86,800
cn-southwest-27,cn-southwest-53,95,511
cn-southwest-27,cn-southwest-54,63,922
cn-southwest-27,cn-southwest-55,49,864
cn-southwest-27,cn-southwest-56,54,943
cn-southwest-27,cn-southwest-57,54,502
cn-southwest-27,cn-southwest-58,15,778
cn-southwest-27,cn-southwest-59,45,928
cn-southwest-27,cn-southwest-60,78,906
cn-southwest-27,cn-southwest-61,90,903
cn-southwest-27,cn-southwest-62,57,694
cn-southwest-27,cn-southwest-63,100,721
cn-southwest-27,cn-southwest-64,85,991
cn-southwest-27,cn-southwest-65,23,554
cn-southwest-27,cn-southwest-66,44,564
cn-southwest-27,cn-southwest-67,37,976
cn-southwest-27,cn-southwest-68,57,931
cn-southwest-27,cn-southwest-69,40,680
cn-southwest-27,cn-southwest-70,89,653
cn-southwest-27,cn-southwest-71,49,809
cn-southwest-27,cn-southwest-72,95,811
cn-southwest-27,cn-southwest-73,73,566
cn-southwest-27,cn-southwest-74,15,618
cn-southwest-27,cn-southwest-75,47,984
cn-southwest-27,cn-southwest-76,71,985
cn-southwest-27,cn-southwest-77,34,780
cn-southwest-27,cn-southwest-78,59,773
cn-southwest-27,cn-southwest-79,87,934
cn-southwest-27,cn-southwest-80,21,990
cn-southwest-27,cn-southwest-81,24,770
cn-southwest-27,cn-southwest-82,70,612
cn-southwest-27,cn-southwest-83,78,717
cn-southwest-27,cn-southwest-84,73,779
cn-southwest-27,cn-southwest-85,90,795
cn-southwest-27,cn-southwest-86,75,990
cn-southwest-27,cn-southwest-87,10,750
cn-southwest-27,cn-southwest-88,14,822
cn-southwest-27,cn-southwest-89,100,950
cn-southwest-27,cn-southwest-90,93,576
cn-southwest-27,cn-southwest-91,38,826
cn-southwest-27,cn-southwest-92,11,775
cn-southwest-27,cn-southwest-93,31,810
cn-southwest-27,cn-southwest-94,32,787
cn-southwest-27,cn-southwest-95,98,813
cn-southwest-27,cn-southwest-96,63,796
cn-southwest-27,cn-southwest-97,87,939
cn-southwest-27,cn-southwest-98,47,707
cn-southwest-27,cn-southwest-99,86,511
cn-southwest-27,ap-southeast-0,55,514
cn-southwest-27,ap-southeast-1,55,739
cn-southwest-27,ap-southeast-2,30,515
cn-southwest-27,ap-southeast-3,32,775
cn-southwest-27,ap-southeast-4,99,525
cn-southwest-27,ap-southeast-5,68,940
cn-southwest-27,ap-southeast-6,51,780
cn-southwest-27,ap-southeast-7,18,708
cn-southwest-27,ap-southeast-8,21,928
cn-southwest-27,ap-southeast-9,63,681
cn-southwest-27,ap-southeast-10,72,908
cn-southwest-27,ap-southeast-11,99,640
cn-southwest-27,ap-southeast-12,38,620
cn-southwest-27,ap-southeast-13,61,915
cn-southwest-27,ap-southeast-14,94,504
cn-southwest-27,ap-southeast-15,24,791
cn-southwest-27,ap-southeast-16,46,612
cn-southwest-27,ap-southeast-17,69,910
cn-southwest-27,ap-southeast-18,38,677
cn-southwest-27,ap-southeast-19,84,717
cn-southwest-27,ap-southeast-20,72,915
cn-southwest-27,ap-southeast-21,28,653
cn-southwest-27,ap-southeast-22,46,912
cn-southwest-27,ap-southeast-23,56,978
cn-southwest-27,ap-southeast-24,23,971
cn-southwest-27,af-0,54,782
cn-southwest-27,af-1,79,807
cn-southwest-27,af-2,76,967
cn-southwest-27,af-3,64,783
cn-southwest-27,af-4,30,525
cn-southwest-27,af-5,89,799
cn-southwest-27,af-6,77,827
cn-southwest-27,af-7,88,651
cn-southwest-27,af-8,68,720
cn-southwest-27,af-9,48,798
cn-southwest-27,af-10,51,834
cn-southwest-27,af-11,96,924
cn-southwest-27,af-12,42,670
cn-southwest-27,af-13,72,520
cn-southwest-27,af-14,91,508
cn-southwest-27,af-15,65,734
cn-southwest-27,af-16,15,557
cn-southwest-27,af-17,60,908
cn-southwest-27,af-18,78,851
cn-southwest-27,af-19,93,535
cn-southwest-27,af-20,12,927
cn-southwest-27,af-21,22,741
cn-southwest-27,af-22,96,907
cn-southwest-27,af-23,96,866
cn-southwest-27,af-24,50,796
cn-southwest-27,eu-west-0,59,594
cn-southwest-27,eu-west-1,60,872
cn-southwest-27,eu-west-2,44,956
cn-southwest-27,eu-west-3,20,603
cn-southwest-27,eu-west-4,64,644
cn-southwest-27,eu-west-5,22,949
cn-southwest-27,eu-west-6,13,649
cn-southwest-27,eu-west-7,55,819
cn-southwest-27,eu-west-8,26,784
cn-southwest-27,eu-west-9,88,958
cn-southwest-27,eu-west-10,62,622
cn-southwest-27,eu-west-11,24,660
cn-southwest-27,eu-west-12,77,942
cn-southwest-27,eu-west-13,17,848
cn-southwest-27,eu-west-14,48,502
cn-southwest-27,eu-west-15,55,635
cn-southwest-27,eu-west-16,61,588
cn-southwest-27,eu-west-17,92,665
cn-southwest-27,eu-west-18,22,904
cn-southwest-27,eu-west-19,86,919
cn-southwest-27,eu-west-20,100,500
cn-southwest-27,eu-west-21,95,1000
cn-southwest-27,eu-west-22,29,984
cn-southwest-27,eu-west-23,55,500
cn-southwest-27,eu-west-24,82,938
cn-southwest-27,la-0,97,696
cn-southwest-27,la-1,59,680
cn-southwest-27,la-2,63,765
cn-southwest-27,la-3,96,875
cn-southwest-27,la-4,13,593
cn-southwest-27,la-5,26,591
cn-southwest-27,la-6,59,957
cn-southwest-27,la-7,81,612
cn-southwest-27,la-8,43,960
cn-southwest-27,la-9,93,527
cn-southwest-27,la-10,98,842
cn-southwest-27,la-11,23,981
cn-southwest-27,la-12,52,512
cn-southwest-27,la-13,52,872
cn-southwest-27,la-14,82,887
cn-southwest-27,la-15,50,812
cn-southwest-27,la-16,97,842
cn-southwest-27,la-17,18,652
cn-southwest-27,la-18,96,635
cn-southwest-27,la-19,83,660
cn-southwest-27,la-20,51,789
cn-southwest-27,la-21,87,509
cn-southwest-27,la-22,82,621
cn-southwest-27,la-23,45,766
cn-southwest-27,la-24,83,677
cn-southwest-28,cn-southwest-29,81,897
cn-southwest-28,cn-southwest-30,15,669
cn-southwest-28,cn-southwest-31,24,987
cn-southwest-28,cn-southwest-32,57,577
cn-southwest-28,cn-southwest-33,39,780
cn-southwest-28,cn-southwest-34,24,984
cn-southwest-28,cn-southwest-35,66,941
cn-southwest-28,cn-southwest-36,32,526
cn-southwest-28,cn-southwest-37,42,817
cn-southwest-28,cn-southwest-38,39,715
cn-southwest-28,cn-southwest-39,86,665
cn-southwest-28,cn-southwest-40,20,608
cn-southwest-28,cn-southwest-41,65,637
cn-southwest-28,cn-southwest-42,39,536
cn-southwest-28,cn-southwest-43,32,613
cn-southwest-28,cn-southwest-44,28,979
cn-southwest-28,cn-southwest-45,97,872
cn-southwest-28,cn-southwest-46,96,813
cn-southwest-28,cn-southwest-47,88,736
cn-southwest-28,cn-southwest-48,56,622
cn-southwest-28,cn-southwest-49,84,913
cn-southwest-28,cn-southwest-50,71,992
cn-southwest-28,cn-southwest-51,33,912
cn-southwest-28,cn-southwest-52,30,902
cn-southwest-28,cn-southwest-53,12,605
cn-southwest-28,cn-southwest-54,94,534
cn-southwest-28,cn-southwest-55,59,534
cn-southwest-28,cn-southwest-56,17,656
cn-southwest-28,cn-southwest-57,66,858
cn-southwest-28,cn-southwest-58,47,709
cn-southwest-28,cn-southwest-59,89,733
cn-southwest-28,cn-southwest-60,27,743
cn-southwest-28,cn-southwest-61,59,716
cn-southwest-28,cn-southwest-62,48,719
cn-southwest-28,cn-southwest-63,58,776
cn-southwest-28,cn-southwest-64,58,708
cn-southwest-28,cn-southwest-65,88,527
cn-southwest-28,cn-southwest-66,51,933
cn-southwest-28,cn-southwest-67,22,832
cn-southwest-28,cn-southwest-68,25,920
cn-southwest-28,cn-southwest-69,94,531
cn-southwest-28,cn-southwest-70,79,649
cn-southwest-28,cn-southwest-71,60,954
cn-southwest-28,cn-southwest-72,27,939
cn-southwest-28,cn-southwest-73,58,703
cn-southwest-28,cn-southwest-74,97,904
cn-southwest-28,cn-southwest-75,35,809
cn-southwest-28,cn-southwest-76,35,856
cn-southwest-28,cn-southwest-77,33,560
cn-southwest-28,cn-southwest-78,54,992
cn-southwest-28,cn-southwest-79,46,851
cn-southwest-28,cn-southwest-80,67,1000
cn-southwest-28,cn-southwest-81,53,736
cn-southwest-28,cn-southwest-82,45,513
cn-southwest-28,cn-southwest-83,68,723
cn-southwest-28,cn-southwest-84,42,975
cn-southwest-28,cn-southwest-85,50,710
cn-southwest-28,cn-southwest-86,78,596
cn-southwest-28,cn-southwest-87,79,892
cn-southwest-28,cn-southwest-88,23,948
cn-southwest-28,cn-southwest-89,34,736
cn-southwest-28,cn-southwest-90,28,589
cn-southwest-28,cn-southwest-91,27,517
cn-southwest-28,cn-southwest-92,43,988
cn-southwest-28,cn-southwest-93,58,814
cn-southwest-28,cn-southwest-94,79,782
cn-southwest-28,cn-southwest-95,81,684
cn-southwest-28,cn-southwest-96,45,677
cn-southwest-28,cn-southwest-97,58,660
cn-southwest-28,cn-southwest-98,39,826
cn-southwest-28,cn-southwest-99,39,893
cn-southwest-28,ap-southeast-0,23,841
cn-southwest-28,ap-southeast-1,55,686
cn-southwest-28,ap-southeast-2,93,765
cn-southwest-28,ap-southeast-3,42,547
cn-southwest-28,ap-southeast-4,32,565
cn-southwest-28,ap-southeast-5,95,783
cn-southwest-28,ap-southeast-6,14,521
cn-southwest-28,ap-southeast-7,55,622
cn-southwest-28,ap-southeast-8,79,783
cn-southwest-28,ap-southeast-9,50,834
cn-southwest-28,ap-southeast-10,77,969
cn-southwest-28,ap-southeast-11,47,600
cn-southwest-28,ap-southeast-12,16,623
cn-southwest-28,ap-southeast-13,43,874
cn-southwest-28,ap-southeast-14,96,610
cn-southwest-28,ap-southeast-15,41,969
cn-southwest-28,ap-southeast-16,100,952
cn-southwest-28,ap-southeast-17,26,719
cn-southwest-28,ap-southeast-18,51,885
cn-southwest-28,ap-southeast-19,51,568
cn-southwest-28,ap-southeast-20,85,518
cn-southwest-28,ap-southeast-21,32,627
cn-southwest-28,ap-southeast-22,87,867
cn-southwest-28,ap-southeast-23,72,663
cn-southwest-28,ap-southeast-24,60,714
cn-southwest-28,af-0,13,585
cn-southwest-28,af-1,72,616
cn-southwest-28,af-2,16,525
cn-southwest-28,af-3,39,582
cn-southwest-28,af-4,19,632
cn-southwest-28,af-5,59,532
cn-southwest-28,af-6,62,540
cn-southwest-28,af-7,54,637
cn-southwest-28,af-8,22,966
cn-southwest-28,af-9,37,571
cn-southwest-28,af-10,27,504
cn-southwest-28,af-11,96,946
cn-southwest-28,af-12,10,717
cn-southwest-28,af-13,98,734
cn-southwest-28,af-14,13,864
cn-southwest-28,af-15,60,683
cn-southwest-28,af-16,44,941
cn-southwest-28,af-17,53,976
cn-southwest-28,af-18,91,880
cn-southwest-28,af-19,54,847
cn-southwest-28,af-20,46,894
cn-southwest-28,af-21,13,815
cn-southwest-28,af-22,84,852
cn-southwest-28,af-23,41,743
cn-southwest-28,af-24,86,630
cn-southwest-28,eu-west-0,58,943
cn-southwest-28,eu-west-1,42,578
cn-southwest-28,eu-west-2,91,776
cn-southwest-28,eu-west-3,86,956
cn-southwest-28,eu-west-4,39,917
cn-southwest-28,eu-west-5,10,548
cn-southwest-28,eu-west-6,66,821
cn-southwest-28,eu-west-7,28,864
cn-southwest-28,eu-west-8,56,961
cn-southwest-28,eu-west-9,100,626
cn-southwest-28,eu-west-10,93,820
cn-southwest-28,eu-west-11,61,719
cn-southwest-28,eu-west-12,64,995
cn-southwest-28,eu-west-13,36,556
cn-southwest-28,eu-west-14,65,612
cn-southwest-28,eu-west-15,76,613
cn-southwest-28,eu-west-16,72,674
cn-southwest-28,eu-west-17,33,579
cn-southwest-28,eu-west-18,88,571
cn-southwest-28,eu-west-19,39,744
cn-southwest-28,eu-west-20,63,903
cn-southwest-28,eu-west-21,46,654
cn-southwest-28,eu-west-22,52,658
cn-southwest-28,eu-west-23,72,537
cn-southwest-28,eu-west-24,65,509
cn-southwest-28,la-0,45,943
cn-southwest-28,la-1,27,532
cn-southwest-28,la-2,40,772
cn-southwest-28,la-3,11,723
cn-southwest-28,la-4,44,554
cn-southwest-28,la-5,57,712
cn-southwest-28,la-6,53,749
cn-southwest-28,la-7,84,904
cn-southwest-28,la-8,94,602
cn-southwest-28,la-9,21,729
cn-southwest-28,la-10,28,853
cn-southwest-28,la-11,72,684
cn-southwest-28,la-12,79,977
cn-southwest-28,la-13,34,510
cn-southwest-28,la-14,89,766
cn-southwest-28,la-15,30,884
cn-southwest-28,la-16,44,745
cn-southwest-28,la-17,11,543
cn-southwest-28,la-18,46,654
cn-southwest-28,la-19,75,993
cn-southwest-28,la-20,77,829
cn-southwest-28,la-21,16,739
cn-southwest-28,la-22,88,875
cn-southwest-28,la-23,80,875
cn-southwest-28,la-24,32,665
cn-southwest-29,cn-southwest-30,95,754
cn-southwest-29,cn-southwest-31,100,997
cn-southwest-29,cn-southwest-32,25,822
cn-southwest-29,cn-southwest-33,70,601
cn-southwest-29,cn-southwest-34,72,921
cn-southwest-29,cn-southwest-35,13,985
cn-southwest-29,cn-southwest-36,36,749
cn-southwest-29,cn-southwest-37,77,906
cn-southwest-29,cn-southwest-38,35,711
cn-southwest-29,cn-southwest-39,73,533
cn-southwest-29,cn-southwest-40,31,600
cn-southwest-29,cn-southwest-41,80,814
cn-southwest-29,cn-southwest-42,16,603
cn-southwest-29,cn-southwest-43,76,727
cn-southwest-29,cn-southwest-44,54,632
cn-southwest-29,cn-southwest-45,72,956
cn-southwest-29,cn-southwest-46,96,803
cn-southwest-29,cn-southwest-47,63,749
cn-southwest-29,cn-southwest-48,37,574
cn-southwest-29,cn-southwest-49,33,613
cn-southwest-29,cn-southwest-50,12,924
cn-southwest-29,cn-southwest-51,41,884
cn-southwest-29,cn-southwest-52,22,920
cn-southwest-29,cn-southwest-53,31,840
cn-southwest-29,cn-southwest-54,62,605
cn-southwest-29,cn-southwest-55,86,752
cn-southwest-29,cn-southwest-56,72,722
cn-southwest-29,cn-southwest-57,10,965
cn-southwest-29,cn-southwest-58,16,934
cn-southwest-29,cn-southwest-59,22,543
cn-southwest-29,cn-southwest-60,50,986
cn-southwest-29,cn-southwest-61,14,511
cn-southwest-29,cn-southwest-62,96,923
cn-southwest-29,cn-southwest-63,83,687
cn-southwest-29,cn-southwest-64,25,551
cn-southwest-29,cn-southwest-65,94,934
